ACTION,RESOURCE,MGR_ID,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE
1,7,24,21407,2641,167,288,205,783,288
0,2,8,79,79,206,3583,6896,10980,3583
1,25,22,21407,4424,304,147,154,493,147
1,3,2,74,74,597,1043,10,2636,1043
1,113,2,36,36,21,774,8,2400,774
1,6,31,21407,2547,304,4649,1244,10980,4649
1,53,4,400,295,532,3583,16,10980,3583
1,3,20,21407,2547,532,3583,6896,10980,3583
1,15,6,275,257,659,164,6,1318,164
1,1,60,21407,1796,60,4649,6896,10980,4649
1,839,10,21407,2547,73,111,121,2400,111
1,2,25,21407,2547,532,4649,1244,10980,4649
1,3,21,21407,4424,75,467,5,892,467
1,14,7,10,10,1135,196,17,293,196
1,4,9,21407,3945,48,376,7,2690,376
1,5,8,129,129,1135,1043,128,2636,1043
1,56,8,21407,4424,18,68,22,146,68
1,4,3,721,721,46,73,5,783,73
1,404,8,21407,1796,251,4649,6896,10980,4649
1,5,62,21407,2547,154,224,9,412,224
1,7,28,21407,3945,501,1772,6896,10980,1772
1,5,21,19,19,659,394,24,1318,394
1,12,23,21407,4424,157,63,8,2690,63
1,3,27,21407,4424,129,199,321,2690,199
1,8,33,21407,2641,167,774,59,2400,774
1,10,32,21407,2641,109,30,3,150,30
1,14,47,21407,1295,278,147,22,384,147
1,36,1,10,10,169,27,4,160,27
1,1,27,21407,1665,15,140,133,689,140
1,6,20,21407,1796,73,597,153,1287,597
1,91,14,21407,2641,435,4649,6896,10980,4649
1,129,21,21407,1796,113,597,41,1287,597
1,8,11,498,267,91,3583,6896,10980,3583
1,484,45,21407,2547,46,289,30,465,289
1,1,21,21407,4424,75,18,7,224,18
0,2,19,721,721,19,38,18,941,38
1,8,17,21407,4424,13,4649,6896,10980,4649
1,24,8,21407,4424,120,13,6,412,13
1,136,9,21407,2547,304,217,63,10980,217
1,13,35,21407,2641,83,4649,6896,10980,4649
1,1,8,57,57,87,4649,6896,10980,4649
1,239,37,21407,1665,178,3583,1244,10980,3583
1,3,30,21407,2641,50,3583,6896,10980,3583
0,1,7,21407,1796,94,337,26,783,337
1,32,1,21407,397,115,9,6,98,9
1,137,11,21407,1796,132,7,3,7,7
1,409,18,21407,1665,138,99,160,2690,99
1,56,34,21407,2641,50,1772,116,10980,1772
1,1,35,107,107,106,175,22,689,175
1,127,5,30,30,525,3583,6896,10980,3583
1,2,22,21407,3945,162,3583,1244,10980,3583
0,108,26,21407,4424,183,521,22,941,521
1,1,10,21407,2547,230,1772,6896,10980,1772
1,19,11,21407,2547,532,521,419,941,521
1,58,22,21407,2641,435,1772,128,10980,1772
1,6,20,21407,1665,136,175,219,892,175
1,42,27,21407,1665,178,344,153,783,344
1,3,20,21407,1295,93,597,665,1287,597
1,839,2,21407,2641,109,15,1,224,15
1,409,5,21407,1295,10,81,12,1287,81
1,57,24,21407,3945,601,4649,6896,10980,4649
1,136,9,275,257,659,394,244,1318,394
1,409,15,21407,4424,62,597,665,1287,597
1,1,32,21407,1567,40,145,8,783,145
1,35,12,21407,2547,42,344,153,783,344
1,1,6,21407,3945,543,3583,6896,10980,3583
1,27,14,60,50,1135,1256,333,2636,1256
1,5,12,375,321,42,24,2,224,24
1,3,14,21407,1567,305,774,6,2400,774
1,409,1,498,231,28,337,1,783,337
1,33,15,275,257,284,329,17,1318,329
0,9,41,21407,2547,230,4649,6896,10980,4649
1,2,2,171,171,1135,1256,333,2636,1256
1,10,9,721,721,415,521,94,941,521
1,1,10,21407,3945,40,597,153,1287,597
1,295,34,398,396,72,342,211,1294,342
1,135,12,21407,1665,122,175,202,892,175
1,45,2,221,221,1135,806,114,2400,806
1,404,23,21407,1796,128,3583,39,10980,3583
1,2,11,21407,1665,73,4649,282,10980,4649
1,24,39,721,721,296,1772,96,10980,1772
1,16,27,21407,4424,97,4649,1244,10980,4649
1,409,2,498,267,91,467,80,892,467
1,30,2,234,151,1135,1256,333,2636,1256
0,7,14,375,321,601,566,665,1287,566
1,79,52,21407,3945,543,473,95,2690,473
1,3,56,721,721,147,86,6,2400,86
1,24,3,94,185,24,329,9,1318,329
1,45,62,21407,3945,190,289,246,465,289
1,4,4,295,93,546,1256,530,2636,1256
1,4,1,21407,1567,33,49,1,892,49
1,65,13,276,138,597,1043,161,2636,1043
1,247,3,334,334,300,116,7,493,116
1,66,7,160,84,30,116,1,493,116
1,31,11,291,291,296,91,4,689,91
1,39,7,74,74,179,806,35,2400,806
1,6,60,21407,1796,60,4649,6896,10980,4649
1,16,28,21407,4424,304,335,10,2690,335
0,24,5,291,291,95,344,5,783,344
1,484,5,43,43,763,1256,351,2636,1256
1,83,11,291,291,296,238,24,689,238
1,36,8,400,295,317,344,10,783,344
1,4,13,94,185,659,58,181,176,58
1,79,29,21407,4424,151,774,59,2400,774
1,129,61,21407,1665,206,4649,6896,10980,4649
1,484,23,21407,4424,601,4649,1244,10980,4649
1,65,12,291,291,42,3,4,224,3
1,839,53,21407,3945,601,3583,6896,10980,3583
1,5,27,21407,4424,97,3583,6896,10980,3583
1,4,21,21407,1295,125,4649,6896,10980,4649
1,192,10,239,239,138,103,10,2690,103
1,3,44,21407,397,325,774,311,2400,774
1,1,43,21407,3945,501,1772,6896,10980,1772
1,17,5,129,129,763,1256,333,2636,1256
1,2,7,21407,3945,159,3583,6896,10980,3583
1,484,43,21407,2547,304,4649,1244,10980,4649
1,4,16,21407,2547,532,597,42,1287,597
1,38,6,21407,1665,72,3583,6896,10980,3583
1,4,20,21407,3945,106,55,24,150,55
1,1,30,21407,1295,45,147,24,384,147
1,2,6,21407,2547,19,344,3,783,344
1,78,18,275,257,284,329,17,1318,329
1,12,20,21407,1665,95,3583,6896,10980,3583
1,21,3,276,138,763,806,670,2400,806
1,2,12,21,21,597,1043,28,2636,1043
1,137,22,498,231,107,1772,3,10980,1772
1,13,3,105,105,65,54,3,293,54
1,6,29,21407,3945,151,774,41,2400,774
1,129,4,498,231,113,597,153,1287,597
1,3,16,21407,1295,278,3583,6896,10980,3583
1,10,23,234,151,1135,1256,333,2636,1256
1,66,17,21407,3945,82,23,23,2690,23
1,404,11,21407,1295,123,3583,6896,10980,3583
1,1,1,149,149,11,1,1,181,1
1,4,31,21407,1796,415,3583,6896,10980,3583
1,2,17,21407,1567,305,3583,6896,10980,3583
1,126,26,21407,1796,94,274,6896,10980,274
1,1,21,21407,1665,136,4649,6896,10980,4649
1,409,38,21407,3945,179,473,95,2690,473
1,1,18,21407,1567,210,196,199,10980,196
1,18,22,21407,2641,97,597,6,1287,597
1,29,3,40,40,1135,806,2,2400,806
1,47,37,21407,4424,501,91,246,465,91
1,1,17,21407,2641,231,3583,6896,10980,3583
1,5,12,21407,3945,317,3583,1244,10980,3583
1,33,13,334,334,150,77,9,181,77
0,37,2,94,94,763,1256,530,2636,1256
1,2,28,21407,971,42,4649,6896,10980,4649
1,65,3,276,138,191,1256,530,2636,1256
1,108,6,44,44,102,110,6,2690,110
1,1,47,21407,1665,136,3583,6896,10980,3583
1,4,11,21407,1295,123,3583,6896,10980,3583
1,25,2,94,94,763,1256,530,2636,1256
1,220,2,44,44,185,75,12,362,75
1,6,17,21407,4424,292,347,123,1294,347
1,10,26,21407,2547,532,521,419,941,521
1,839,5,21407,1295,10,81,12,1287,81
1,839,58,21407,3945,501,1772,6896,10980,1772
1,5,6,400,295,150,27,9,181,27
1,22,10,21407,1295,278,4649,5,10980,4649
1,12,13,12,11,211,196,65,293,196
1,17,10,375,321,90,196,199,10980,196
1,12,3,40,40,1135,1256,333,2636,1256
1,5,28,21407,1295,125,3583,6896,10980,3583
1,1,9,275,257,95,58,9,176,58
1,2,15,21407,1796,415,3583,6896,10980,3583
1,2,7,291,291,284,394,62,1318,394
1,31,8,334,334,128,147,8,493,147
1,839,23,21407,2641,435,521,7,941,521
1,72,6,21407,1796,251,1772,128,10980,1772
1,113,2,184,184,2,1,19,2400,1
1,8,7,21407,4424,114,73,153,783,73
1,2,10,21407,3945,40,4649,6896,10980,4649
1,7,11,21407,4424,183,4649,1244,10980,4649
1,126,35,21407,2547,47,4649,1244,10980,4649
1,113,20,21407,4424,525,68,18,150,68
1,1,3,21407,1567,173,63,3,115,63
1,3,16,21407,3945,601,467,80,892,467
1,1,25,21407,3945,159,274,6896,10980,274
1,4,48,21407,2547,139,4649,6896,10980,4649
1,15,19,21407,2547,230,4649,6896,10980,4649
1,30,5,295,113,64,384,2,2400,384
1,404,3,32,9,132,33,3,108,33
1,65,13,276,138,1135,1043,161,2636,1043
1,10,3,21407,1796,128,175,202,892,175
1,1,4,334,334,300,180,7,493,180
1,137,15,21407,1796,109,774,6,2400,774
1,4,20,742,489,43,73,45,1294,73
1,40,5,234,151,1135,1256,24,2636,1256
1,1,19,21407,1567,210,288,205,783,288
1,8,4,398,396,150,27,3,181,27
1,2,38,21407,2641,231,3583,6896,10980,3583
1,12,14,21407,2641,95,3583,1244,10980,3583
1,6,8,21407,1295,278,1772,233,10980,1772
1,19,10,21407,1665,178,3583,6896,10980,3583
1,839,18,21407,2641,435,4649,6896,10980,4649
1,8,3,282,73,659,394,81,1318,394
1,1,9,21407,3945,183,196,6896,10980,196
1,299,11,21407,3945,106,4649,6896,10980,4649
1,4,30,21407,1796,66,1772,6896,10980,1772
1,22,4,282,209,52,25,3,181,25
1,88,10,94,185,435,597,665,1287,597
1,10,29,21407,1567,96,4649,13,10980,4649
1,2,3,26,26,185,75,13,362,75
1,115,26,21407,1665,85,473,66,2690,473
1,2,41,21407,971,128,4649,6896,10980,4649
1,163,20,21407,4424,60,172,50,2690,172
1,161,4,21407,2641,195,1772,128,10980,1772
1,2,22,282,209,103,91,11,689,91
1,839,15,21407,1567,147,83,20,783,83
1,1,37,21407,971,96,196,199,10980,196
0,3,20,21407,4424,162,1772,6896,10980,1772
1,5,71,21407,1665,103,4649,6896,10980,4649
1,3,10,37,37,95,4649,6896,10980,4649
1,5,22,21407,1665,136,104,12,176,104
1,6,99,21407,1295,122,289,246,465,289
1,2,11,21407,3945,501,3583,6896,10980,3583
1,2,46,21407,2547,230,3583,6896,10980,3583
1,24,7,721,721,296,196,199,10980,196
1,192,6,21407,397,115,26,11,98,26
1,5,18,21407,2641,30,774,311,2400,774
1,31,6,74,74,763,1256,351,2636,1256
1,192,29,21407,3945,151,335,56,2690,335
1,1,1,29,29,763,1256,530,2636,1256
1,73,1,46,46,4,2,1,150,2
1,15,1,149,149,317,165,1,2400,165
1,7,9,21407,3945,28,25,2,294,25
1,9,9,721,721,415,521,94,941,521
1,2,38,21407,3945,317,3583,66,10980,3583
1,36,6,21407,4424,54,344,9,783,344
1,5,31,21407,4424,162,1772,233,10980,1772
1,65,38,721,721,296,3583,6896,10980,3583
1,136,2,742,253,659,394,81,1318,394
1,2,32,21407,2641,195,147,12,384,147
1,16,5,7,7,37,152,1,241,152
1,220,2,37,37,185,13,24,362,13
1,2,37,21407,4424,300,180,64,493,180
1,3,52,21407,971,111,3583,6896,10980,3583
1,23,24,21407,1796,128,3583,6896,10980,3583
1,1,21,21407,1796,109,597,665,1287,597
1,65,15,197,197,763,806,2,2400,806
1,247,8,21407,4424,300,216,95,2690,216
1,204,11,60,50,1135,806,333,2400,806
1,5,20,742,489,43,121,16,1294,121
1,2,2,21407,397,12,17,87,160,17
1,1,32,21407,1567,40,83,24,783,83
1,136,9,282,73,659,115,16,1318,115
1,3,5,21407,1665,42,11,26,53,11
1,4,21,21407,4424,300,110,68,2690,110
1,50,10,144,144,284,110,81,1318,110
1,161,11,282,209,46,394,244,1318,394
1,3,21,21407,4424,601,274,43,10980,274
0,29,15,291,291,45,82,17,107,82
1,295,33,21407,3945,128,160,26,2690,160
1,409,11,21407,4424,25,11,66,2690,11
1,92,52,21407,4424,124,774,311,2400,774
1,2,13,21407,971,96,58,199,10980,58
1,7,27,21407,1567,325,3583,6896,10980,3583
1,79,45,21407,2547,532,289,30,465,289
1,127,4,44,44,546,1256,530,2636,1256
1,839,4,21407,1295,93,3583,6896,10980,3583
1,18,3,149,26,8,384,2,2400,384
1,16,57,21407,1796,46,521,94,941,521
1,404,15,21407,3945,601,4649,1244,10980,4649
1,1,12,21407,4424,317,197,324,449,197
1,8,152,21407,4424,501,218,419,941,218
1,8,49,21407,2641,304,4649,6896,10980,4649
1,3,16,21407,3945,601,467,80,892,467
1,20,23,171,171,1135,1256,12,2636,1256
1,18,4,21407,971,85,3583,6896,10980,3583
1,4,33,21407,2641,167,774,25,2400,774
1,2,40,21407,1567,305,4649,6896,10980,4649
1,23,5,86,86,1135,806,670,2400,806
1,30,5,295,93,597,20,3,39,20
1,839,42,21407,3945,90,4649,6896,10980,4649
1,1,25,21407,4424,120,1772,233,10980,1772
1,67,2,269,111,546,1256,530,2636,1256
1,2,5,400,295,543,42,1,2690,42
0,25,8,65,65,32,384,5,2400,384
1,299,16,21407,4424,601,3583,1244,10980,3583
1,73,3,498,231,18,68,1,150,68
1,3,35,21407,3945,128,7,4,2690,7
1,2,19,21407,4424,38,4649,6896,10980,4649
1,299,14,21407,4424,366,3583,6896,10980,3583
1,1,16,21407,397,115,566,6,1287,566
1,5,25,742,489,525,521,419,941,521
1,161,49,21407,2547,304,4649,7,10980,4649
1,404,18,742,489,19,185,324,449,185
1,43,3,221,221,1135,1256,114,2636,1256
1,67,5,269,83,763,1256,530,2636,1256
1,16,11,171,171,1135,1043,4,2636,1043
1,1,43,21407,1567,305,3583,6896,10980,3583
1,12,6,234,151,1135,240,7,2636,240
0,50,9,149,149,95,64,9,224,64
1,1,45,400,295,103,17,4,107,17
1,23,10,74,74,179,1043,10,2636,1043
1,4,5,742,489,28,4649,6896,10980,4649
1,4,25,21407,4424,601,197,324,449,197
1,12,3,112,185,659,329,2,1318,329
1,1,12,21407,1665,81,4649,6896,10980,4649
1,67,5,269,111,763,1256,530,2636,1256
1,299,18,21407,1567,210,774,25,2400,774
1,79,16,94,94,292,342,16,1294,342
1,8,27,21407,3945,601,1772,233,10980,1772
1,2,49,21407,3945,162,4649,6896,10980,4649
1,10,5,21407,971,85,17,13,146,17
1,2,7,21407,1796,109,3583,1244,10980,3583
1,8,22,21407,1567,325,30,18,384,30
1,79,7,275,257,659,329,174,1318,329
1,236,4,32,15,15,521,34,941,521
1,29,4,276,138,546,806,670,2400,806
1,9,50,21407,3945,162,597,153,1287,597
1,26,14,21407,4424,366,4649,6896,10980,4649
1,6,28,21407,3945,501,1772,6896,10980,1772
1,65,6,105,105,546,1043,2,2636,1043
1,25,2,80,80,1135,1256,333,2636,1256
1,220,10,21407,4424,525,4649,6896,10980,4649
1,4,15,21407,971,128,92,46,190,92
1,1,6,334,334,183,566,665,1287,566
1,484,46,21407,2547,230,3583,6896,10980,3583
1,2,9,742,489,10,3583,3,10980,3583
1,4,13,21407,2547,532,4649,6896,10980,4649
1,839,4,21407,1295,267,1772,7,10980,1772
1,43,8,144,144,284,329,11,1318,329
1,167,6,21407,2547,103,140,6,689,140
1,839,18,21407,3945,601,3583,6896,10980,3583
1,14,9,334,334,61,37,15,1294,37
1,12,10,25,25,140,218,71,941,218
1,73,9,276,138,546,1256,530,2636,1256
1,2,15,21407,4424,28,3583,1244,10980,3583
1,3,39,21407,2641,95,217,34,10980,217
1,409,5,234,83,1135,1256,333,2636,1256
1,2,16,375,321,601,86,324,2400,86
1,839,17,21407,1796,8,3583,6896,10980,3583
1,99,12,39,39,1135,1256,333,2636,1256
1,1,9,21407,2547,532,337,3,783,337
1,5,22,21407,1567,325,201,3,384,201
1,484,14,21407,3945,82,199,321,2690,199
1,404,19,21407,2547,230,597,665,1287,597
1,2,3,37,17,431,240,33,2636,240
1,6,1,44,44,597,1256,530,2636,1256
1,409,14,21407,1567,72,467,96,892,467
1,113,1,21407,397,92,384,1,2400,384
1,22,9,742,489,267,73,45,1294,73
1,8,19,21407,2641,195,1772,233,10980,1772
1,157,8,21407,4424,300,216,95,2690,216
1,65,5,21407,181,46,199,174,1318,199
1,9,3,221,221,1135,1256,27,2636,1256
0,1,4,60,50,1135,1043,1,2636,1043
1,3,15,21407,3945,159,337,27,783,337
1,6,55,21407,4424,140,4649,6896,10980,4649
1,39,11,21407,4424,60,473,66,2690,473
1,45,18,742,489,267,121,14,1294,121
1,2,23,21407,1295,267,3583,6896,10980,3583
1,12,31,21407,4424,183,1772,233,10980,1772
1,2,18,742,489,19,185,324,449,185
1,247,37,21407,4424,300,216,11,2690,216
1,1,28,21407,2641,435,4649,1244,10980,4649
1,6,7,21407,2547,83,1772,52,10980,1772
1,26,21,21407,1796,113,597,41,1287,597
1,299,14,21407,3945,87,3583,39,10980,3583
1,2,41,21407,2547,230,4649,6896,10980,4649
1,6,45,21407,2547,154,17,4,107,17
1,409,7,21407,1796,251,1772,128,10980,1772
1,1,2,234,83,1135,240,1,2636,240
1,15,12,21407,2547,115,224,31,412,224
1,6,29,21407,3945,151,774,23,2400,774
1,404,19,21407,2641,47,10,2,30,10
1,83,14,21407,3945,128,160,6,2690,160
1,10,17,197,197,763,240,351,2636,240
1,8,49,21407,3945,162,4649,6896,10980,4649
1,404,11,21407,1665,79,154,67,1294,154
1,129,55,21407,1796,415,185,324,449,185
1,1,2,721,721,18,38,18,941,38
1,14,8,21407,3945,43,467,17,892,467
1,17,152,21407,4424,501,521,419,941,521
1,15,27,21407,1665,178,140,133,689,140
1,87,2,21407,3945,87,175,219,892,175
1,295,38,21407,3945,179,473,10,2690,473
1,104,7,21407,4424,14,20,87,160,20
1,5,21,94,94,659,394,24,1318,394
1,45,12,398,396,61,37,33,1294,37
1,8,44,21407,2641,211,521,7,941,521
1,91,50,21407,3945,162,4649,6896,10980,4649
1,5,4,149,123,191,1043,28,2636,1043
1,1,3,32,15,15,1772,3,10980,1772
1,10,19,21407,4424,366,4649,6896,10980,4649
1,8,3,498,267,91,13,5,150,13
1,839,17,21407,2547,304,3583,6896,10980,3583
1,38,10,334,334,79,216,10,2690,216
0,18,7,221,221,1135,1256,114,2636,1256
1,11,18,282,73,46,394,81,1318,394
1,2,10,21407,4424,111,111,10,2400,111
1,65,7,160,76,7,7,7,7,7
1,14,2,61,61,546,1256,530,2636,1256
1,7,14,21407,3945,48,376,222,2690,376
1,299,6,149,149,120,176,33,892,176
1,839,37,21407,4424,317,4649,6896,10980,4649
1,27,34,21407,2547,115,224,31,412,224
1,2,11,21407,1567,305,3583,6896,10980,3583
1,2,27,21407,1567,325,3583,6896,10980,3583
1,52,16,21407,2641,97,3583,6896,10980,3583
1,25,8,65,65,597,1043,44,2636,1043
1,839,15,21407,4424,525,147,24,384,147
1,2,6,21407,3945,140,199,321,2690,199
1,299,28,21407,1295,125,4649,6896,10980,4649
1,32,7,21407,2641,138,175,202,892,175
1,1,12,79,79,206,467,219,892,467
1,3,25,21407,3945,543,344,11,783,344
1,5,31,21407,1796,30,597,665,1287,597
1,57,3,112,185,659,329,7,1318,329
1,24,9,21407,971,37,53,5,241,53
1,1,12,21407,1295,64,196,6896,10980,196
1,4,12,721,721,79,3583,6896,10980,3583
1,66,20,398,396,58,473,19,2690,473
1,4,43,21407,1567,305,3583,6896,10980,3583
1,239,24,21407,971,128,4649,1244,10980,4649
1,38,6,21407,2641,28,288,205,783,288
1,2,51,21407,2547,335,288,205,783,288
0,409,6,21407,1665,41,53,4,241,53
1,136,22,282,209,296,238,98,689,238
1,3,57,21407,2547,154,224,179,412,224
1,220,8,197,197,179,1043,128,2636,1043
1,839,17,21407,1567,173,597,2,1287,597
0,79,4,275,257,659,199,174,1318,199
1,45,9,400,295,12,347,181,1294,347
1,9,34,21407,1567,325,81,665,1287,81
1,65,16,275,257,659,199,26,1318,199
1,299,26,21407,1665,85,18,4,224,18
1,7,10,21407,971,197,3583,6896,10980,3583
1,37,24,21407,2547,304,45,9,449,45
1,6,7,21407,4424,37,110,15,2690,110
1,72,22,21407,1796,415,3583,1244,10980,3583
1,3,8,742,253,525,135,29,941,135
1,3,8,21407,4424,120,774,311,2400,774
1,63,2,269,111,597,1043,28,2636,1043
1,1,21,398,396,543,473,16,2690,473
1,2,57,21407,1796,90,521,19,941,521
1,404,35,21407,1567,210,107,155,294,107
1,1,45,21407,2547,335,4649,6896,10980,4649
1,1,52,21407,971,111,147,22,384,147
1,3,31,21407,1295,125,1772,6896,10980,1772
1,83,4,275,257,659,115,16,1318,115
1,53,47,21407,2641,138,288,16,783,288
1,2,71,21407,1665,103,3583,6896,10980,3583
1,22,3,234,83,1135,1256,333,2636,1256
1,21,7,498,267,83,14,21,176,14
1,3,34,21407,3945,122,1772,27,10980,1772
1,4,5,295,93,763,1256,530,2636,1256
1,2,19,721,721,415,197,324,449,197
1,65,4,105,105,546,1256,530,2636,1256
1,1,1,2,2,1,4649,1,10980,4649
1,45,9,21407,3945,140,467,42,892,467
1,299,48,21407,2547,139,289,246,465,289
1,45,27,21407,3945,179,172,12,2690,172
1,10,35,21407,2641,83,3583,33,10980,3583
1,4,2,21407,2641,10,23,2,783,23
1,157,4,21407,4424,79,473,11,2690,473
1,6,10,282,73,284,394,62,1318,394
1,27,1,39,39,546,806,670,2400,806
1,1,20,21407,4424,525,68,18,150,68
1,5,33,21407,1796,51,4649,6896,10980,4649
1,1,71,21407,1665,103,4649,6896,10980,4649
1,108,14,21407,3945,48,376,222,2690,376
1,484,22,21407,3945,162,3583,1244,10980,3583
1,299,27,21407,2547,46,774,25,2400,774
1,45,45,21407,4424,148,342,211,1294,342
1,409,2,80,80,1135,1256,351,2636,1256
1,2,24,21407,4424,183,3583,6896,10980,3583
1,17,3,62,56,763,1256,530,2636,1256
1,236,2,5,5,85,3583,6896,10980,3583
1,4,18,21407,2641,167,48,116,783,48
1,8,32,21407,1665,72,3583,6896,10980,3583
1,27,29,721,721,415,218,94,941,218
1,1,34,21407,1567,160,137,68,10980,137
0,12,8,197,197,546,1256,31,2636,1256
1,4,152,21407,4424,317,774,311,2400,774
1,4,55,21407,4424,140,4649,1244,10980,4649
1,5,23,234,151,1135,1043,30,2636,1043
1,92,28,21407,3945,24,216,80,2690,216
1,6,25,742,489,160,3583,6896,10980,3583
1,220,2,80,80,1135,1256,333,2636,1256
1,295,7,21407,4424,19,18,4,82,18
1,409,9,21407,1796,251,68,4,146,68
1,6,46,21407,4424,50,4649,1244,10980,4649
1,91,8,25,25,72,238,23,689,238
1,22,17,21407,3945,122,4649,6896,10980,4649
1,4,25,21407,2547,139,3583,6896,10980,3583
1,65,6,276,138,763,1043,161,2636,1043
1,22,19,21407,4424,97,1772,6896,10980,1772
1,167,20,21407,2547,106,91,20,689,91
1,8,31,21407,2547,304,1772,6896,10980,1772
1,8,12,742,253,82,224,12,412,224
1,295,17,398,396,34,180,8,493,180
1,33,6,275,257,659,110,244,1318,110
1,20,2,21407,397,115,18,13,98,18
1,2,10,291,291,296,238,24,689,238
1,409,38,21407,3945,317,56,11,190,56
1,236,4,21407,2547,532,3583,66,10980,3583
1,220,3,37,37,546,1043,7,2636,1043
1,404,38,21407,3945,317,566,665,1287,566
1,18,4,118,63,546,806,670,2400,806
1,49,7,160,76,7,7,7,7,7
1,1,16,21407,2641,97,289,246,465,289
1,65,9,276,138,45,75,19,362,75
1,839,25,21407,4424,120,1772,233,10980,1772
1,115,31,21407,3945,143,81,22,1287,81
1,236,13,742,489,317,104,181,176,104
1,34,34,140,140,119,376,10,2690,376
1,1,13,742,489,132,18,246,108,18
1,66,18,21407,3945,143,16,154,493,16
1,1,44,21407,1567,325,4649,6896,10980,4649
1,14,7,74,74,179,806,35,2400,806
1,404,26,21407,1295,278,1772,1244,10980,1772
1,4,5,21407,2641,73,774,311,2400,774
1,12,15,79,79,206,3583,6896,10980,3583
1,38,11,21407,1665,145,467,80,892,467
1,1,29,21407,3945,543,4649,1244,10980,4649
1,19,14,21407,1796,251,4649,6896,10980,4649
0,17,5,239,239,79,116,5,493,116
1,14,3,21407,4424,19,73,24,783,73
1,239,38,21407,971,197,33,18,150,33
1,1,46,21407,3945,143,3583,6896,10980,3583
1,236,14,160,76,317,344,665,783,344
1,24,4,21407,397,83,347,123,1294,347
1,239,33,21407,1295,267,1772,6896,10980,1772
1,17,9,149,149,50,376,222,2690,376
0,1,61,21407,1665,206,1772,233,10980,1772
1,16,6,498,267,91,1772,18,10980,1772
0,1,17,21407,1665,41,152,22,241,152
0,6,34,21407,2641,50,4649,6896,10980,4649
1,1,22,21407,1665,54,175,133,689,175
1,3,3,186,186,1135,196,9,293,196
1,57,19,21407,4424,292,342,96,1294,342
1,484,1,21407,397,92,342,1,1294,342
1,8,18,21407,4424,62,4649,6896,10980,4649
0,17,26,21407,1665,85,103,9,2690,103
1,1,9,398,396,140,473,9,2690,473
1,409,7,721,721,52,13,3,49,13
1,31,4,21407,3945,284,337,4,783,337
1,79,43,21407,4424,169,344,153,783,344
1,404,25,21407,2547,532,4649,6896,10980,4649
1,92,8,21407,3945,543,49,27,892,49
1,1,2,21407,1295,267,3583,66,10980,3583
1,484,4,140,140,119,335,4,2690,335
1,157,2,21407,4424,75,473,160,2690,473
1,2,4,29,29,546,1256,530,2636,1256
1,236,26,721,721,79,197,324,449,197
1,186,38,21407,3945,317,3583,66,10980,3583
1,404,25,21407,3945,292,154,211,1294,154
1,23,29,21407,1665,40,140,11,689,140
1,839,30,21407,1796,66,3583,6896,10980,3583
1,50,2,171,171,1135,1043,2,2636,1043
1,4,10,400,67,431,1043,2,2636,1043
1,1,50,21407,3945,162,4649,6896,10980,4649
1,16,21,21407,1796,107,217,63,10980,217
0,5,19,21407,4424,38,4649,6896,10980,4649
1,137,33,21407,1796,51,3583,1244,10980,3583
1,19,1,118,50,597,27,21,160,27
1,62,23,21407,1796,251,3583,3,10980,3583
1,5,27,21407,4424,97,1772,6896,10980,1772
0,1,17,375,321,55,521,419,941,521
1,2,3,269,74,45,384,670,2400,384
1,20,13,21407,2641,267,37,19,1294,37
1,4,14,21407,2547,69,14,21,176,14
1,19,10,144,144,284,110,81,1318,110
1,24,37,21407,971,96,274,199,10980,274
1,14,9,21407,3945,140,467,42,892,467
1,236,47,21407,2641,435,4649,6896,10980,4649
1,8,6,21407,3945,183,3583,1244,10980,3583
1,295,5,21407,2547,43,25,202,892,25
1,220,26,21407,1796,145,103,11,2690,103
1,53,3,21407,2547,532,597,42,1287,597
1,1,12,66,66,132,14,5,108,14
1,4,6,171,171,1135,1043,128,2636,1043
1,20,1,21407,2641,33,111,3,2400,111
1,1,12,21407,4424,148,154,211,1294,154
1,299,19,21407,3945,183,3583,1244,10980,3583
1,10,20,375,321,43,211,4,1294,211
1,5,26,21407,4424,157,92,80,190,92
1,2,53,21407,2547,532,4649,6896,10980,4649
1,4,15,21407,4424,24,64,93,224,64
1,484,5,21407,3945,151,4,2,4,4
1,3,6,70,70,546,1043,3,2636,1043
1,1,9,12,12,211,196,65,293,196
1,409,23,21407,3945,151,376,222,2690,376
1,20,32,21407,4424,54,344,6,783,344
1,43,2,221,221,1135,1256,114,2636,1256
1,3,33,21407,1295,267,1772,6896,10980,1772
1,21,6,498,267,83,467,2,892,467
1,4,6,375,321,296,238,36,689,238
1,65,24,721,721,296,197,324,449,197
1,27,2,39,39,5,384,9,2400,384
1,6,10,21407,2641,267,347,25,1294,347
1,5,5,149,149,172,165,3,2400,165
1,12,24,21407,2641,167,4649,6896,10980,4649
1,19,38,21407,3945,317,137,46,10980,137
1,1,46,21407,971,96,274,199,10980,274
1,20,33,21407,3945,128,199,321,2690,199
1,25,29,21407,1665,68,344,10,783,344
0,2,152,21407,4424,525,147,24,384,147
1,2,18,21407,1567,173,7,18,115,7
1,17,20,21407,1796,109,185,324,449,185
1,26,28,21407,4424,366,1772,33,10980,1772
